sample_name	catalogid	collection_timestamp	description	dna_extracted	elevation	emp_status	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_matter	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_sample_id	host_scientific_name	host_sex	host_subject_id	host_taxid	latitude	location_sampling	longitude	physical_specimen	physical_specimen_location	physical_specimen_remaining	prefix	public	qiita_study_id	sample_type	sampletype	scientific_name	sex	taxon_id	title
11815.PWW.3430.FecalFTA	FMNH233624	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	Egyptian rousette	PWW.3430.FecalFTA	Rousettus aegyptiacus	Female	FMNH233624	9407	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3430.SkinEtOH	FMNH233624	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	Egyptian rousette	PWW.3430.SkinEtOH	Rousettus aegyptiacus	Female	FMNH233624	9407	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3430.TongueEtOH	FMNH233624	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Egyptian rousette	PWW.3430.TongueEtOH	Rousettus aegyptiacus	Female	FMNH233624	9407	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3431.FecalFTA	FMNH234780	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	African long-fingered bat	PWW.3431.FecalFTA	Miniopterus africanus	Female	FMNH234780	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3431.SkinEtOH	FMNH234780	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	African long-fingered bat	PWW.3431.SkinEtOH	Miniopterus africanus	Female	FMNH234780	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3431.TongueEtOH	FMNH234780	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	African long-fingered bat	PWW.3431.TongueEtOH	Miniopterus africanus	Female	FMNH234780	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3432.SkinEtOH	FMNH234838	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	least long-fingered bat	PWW.3432.SkinEtOH	Miniopterus minor	Male	FMNH234838	221086	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3432.TongueEtOH	FMNH234838	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	least long-fingered bat	PWW.3432.TongueEtOH	Miniopterus minor	Male	FMNH234838	221086	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3433.FecalFTA	FMNH234839	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	least long-fingered bat	PWW.3433.FecalFTA	Miniopterus minor	Female	FMNH234839	221086	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3437.FecalFTA	FMNH234781	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	African long-fingered bat	PWW.3437.FecalFTA	Miniopterus africanus	Male	FMNH234781	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3437.SkinEtOH	FMNH234781	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	African long-fingered bat	PWW.3437.SkinEtOH	Miniopterus africanus	Male	FMNH234781	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3437.TongueEtOH	FMNH234781	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	African long-fingered bat	PWW.3437.TongueEtOH	Miniopterus africanus	Male	FMNH234781	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3438.FecalFTA	FMNH234782	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	African long-fingered bat	PWW.3438.FecalFTA	Miniopterus africanus	Male	FMNH234782	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3438.SkinEtOH	FMNH234782	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	African long-fingered bat	PWW.3438.SkinEtOH	Miniopterus africanus	Male	FMNH234782	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3438.TongueEtOH	FMNH234782	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	African long-fingered bat	PWW.3438.TongueEtOH	Miniopterus africanus	Male	FMNH234782	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3439.FecalFTA	FMNH234596	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	bat	PWW.3439.FecalFTA	Neoromicia sp.	Female	FMNH234596	568926	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3439.SkinEtOH	FMNH234596	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	bat	PWW.3439.SkinEtOH	Neoromicia sp.	Female	FMNH234596	568926	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3439.TongueEtOH	FMNH234596	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	PWW.3439.TongueEtOH	Neoromicia sp.	Female	FMNH234596	568926	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3440.FecalFTA	FMNH234597	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	bat	PWW.3440.FecalFTA	Neoromicia sp.	Female	FMNH234597	568926	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3440.SkinEtOH	FMNH234597	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	bat	PWW.3440.SkinEtOH	Neoromicia sp.	Female	FMNH234597	568926	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3440.TongueEtOH	FMNH234597	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	PWW.3440.TongueEtOH	Neoromicia sp.	Female	FMNH234597	568926	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3441.FecalFTA	FMNH234474	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	Yellow-bellied house bat	PWW.3441.FecalFTA	Scotophilus dinganii	Female	FMNH234474	258952	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3441.SkinEtOH	FMNH234474	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	Yellow-bellied house bat	PWW.3441.SkinEtOH	Scotophilus dinganii	Female	FMNH234474	258952	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3441.TongueEtOH	FMNH234474	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Yellow-bellied house bat	PWW.3441.TongueEtOH	Scotophilus dinganii	Female	FMNH234474	258952	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3442.FecalFTA	FMNH233597	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	Wahlberg's epauletted fruit bat	PWW.3442.FecalFTA	Epomophorus wahlbergi	Male	FMNH233597	58067	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3442.SkinEtOH	FMNH233597	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	Wahlberg's epauletted fruit bat	PWW.3442.SkinEtOH	Epomophorus wahlbergi	Male	FMNH233597	58067	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3442.TongueEtOH	FMNH233597	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Wahlberg's epauletted fruit bat	PWW.3442.TongueEtOH	Epomophorus wahlbergi	Male	FMNH233597	58067	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3443.SkinEtOH	FMNH234598	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	bat	PWW.3443.SkinEtOH	Neoromicia sp.	Male	FMNH234598	568926	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3443.TongueEtOH	FMNH234598	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	PWW.3443.TongueEtOH	Neoromicia sp.	Male	FMNH234598	568926	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3444.FecalFTA	FMNH234783	2016-10-22	FecalFTA	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Kilifi	UBERON:feces	UBERON:feces	UBERON:feces	African long-fingered bat	PWW.3444.FecalFTA	Miniopterus africanus	Male	FMNH234783	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3444.SkinEtOH	FMNH234783	2016-10-22	SkinEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Kilifi	UBERON:skin	UBERON:sebum	UBERON:skin	African long-fingered bat	PWW.3444.SkinEtOH	Miniopterus africanus	Male	FMNH234783	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3444.TongueEtOH	FMNH234783	2016-10-22	TongueEtOH	TRUE	19	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Kilifi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	African long-fingered bat	PWW.3444.TongueEtOH	Miniopterus africanus	Male	FMNH234783	441364	S 3.33452	Kaboga cave; Gede; Kilifi; Kenya	40.03074	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3445.SkinEtOH	FMNH233880	2016-10-25	SkinEtOH	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Nakuru	UBERON:skin	UBERON:sebum	UBERON:skin	Lander's horseshoe bat	PWW.3445.SkinEtOH	Rhinolophus landeri	Female	FMNH233880	519039	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3446.SkinEtOH	FMNH233881	2016-10-25	SkinEtOH	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Nakuru	UBERON:skin	UBERON:sebum	UBERON:skin	Lander's horseshoe bat	PWW.3446.SkinEtOH	Rhinolophus landeri	Female	FMNH233881	519039	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3446.TongueEtOH	FMNH233881	2016-10-25	TongueEtOH	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Nakuru	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Lander's horseshoe bat	PWW.3446.TongueEtOH	Rhinolophus landeri	Female	FMNH233881	519039	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3447.FecalFTA	FMNH233882	2016-10-25	FecalFTA	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Nakuru	UBERON:feces	UBERON:feces	UBERON:feces	Lander's horseshoe bat	PWW.3447.FecalFTA	Rhinolophus landeri	Female	FMNH233882	519039	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3447.SkinEtOH	FMNH233882	2016-10-25	SkinEtOH	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Nakuru	UBERON:skin	UBERON:sebum	UBERON:skin	Lander's horseshoe bat	PWW.3447.SkinEtOH	Rhinolophus landeri	Female	FMNH233882	519039	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3448.FecalFTA	FMNH234784	2016-10-25	FecalFTA	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Nakuru	UBERON:feces	UBERON:feces	UBERON:feces	African long-fingered bat	PWW.3448.FecalFTA	Miniopterus africanus	Female	FMNH234784	441364	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3448.SkinEtOH	FMNH234784	2016-10-25	SkinEtOH	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Nakuru	UBERON:skin	UBERON:sebum	UBERON:skin	African long-fingered bat	PWW.3448.SkinEtOH	Miniopterus africanus	Female	FMNH234784	441364	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3448.TongueEtOH	FMNH234784	2016-10-25	TongueEtOH	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Nakuru	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	African long-fingered bat	PWW.3448.TongueEtOH	Miniopterus africanus	Female	FMNH234784	441364	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3449.FecalFTA	FMNH234883	2016-10-25	FecalFTA	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Nakuru	UBERON:feces	UBERON:feces	UBERON:feces	bat	PWW.3449.FecalFTA	Miniopterus natalensis	Female	FMNH234883	291302	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3449.SkinEtOH	FMNH234883	2016-10-25	SkinEtOH	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Kenya:Nakuru	UBERON:skin	UBERON:sebum	UBERON:skin	bat	PWW.3449.SkinEtOH	Miniopterus natalensis	Female	FMNH234883	291302	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3449.TongueEtOH	FMNH234883	2016-10-25	TongueEtOH	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Kenya:Nakuru	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	PWW.3449.TongueEtOH	Miniopterus natalensis	Female	FMNH234883	291302	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.PWW.3450.FecalFTA.1	FMNH234884	2016-10-25	FecalFTA	TRUE	1856	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Kenya:Nakuru	UBERON:feces	UBERON:feces	UBERON:feces	bat	PWW.3450.FecalFTA.1	Miniopterus natalensis	Male	FMNH234884	291302	S 0.45143	Kariandusi mines; Gilgil; Nakuru; Kenya	36.28194	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
