sample_name	age	age_unit	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	date_sample	day	day_mice	description	description_exp	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	exp_description	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	life_stage	longitude	mouse_number	physical_specimen_location	physical_specimen_remaining	proteinuria	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	treatment	treatment_day	treatment_group	weight	weight_units
11625.T.0.d21	29	weeks	T.0.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_T0	mouse gut	Tuftsin0	TRUE	107	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 0, NZB/W strain recived Tuftsin treatment, day 21	Israel:Safed	mouse	Mus musculus	T.0.d21	10090	32.047796	adult	34.843863	0	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	21	Tuftsin	not provided	g
11625.T.0.d28	30	weeks	T.0.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_T0	mouse gut	Tuftsin0	TRUE	108	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 0, NZB/W strain recived Tuftsin treatment, day 28	Israel:Safed	mouse	Mus musculus	T.0.d28	10090	32.047796	adult	34.843863	0	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	28	Tuftsin	not provided	g
11625.T.0.d35	31	weeks	T.0.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_T0	mouse gut	Tuftsin0	TRUE	109	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 0, NZB/W strain recived Tuftsin treatment, day 35	Israel:Safed	mouse	Mus musculus	T.0.d35	10090	32.047796	adult	34.843863	0	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	35	Tuftsin	not provided	g
11625.T.0.d7	27	weeks	T.0.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_T0	mouse gut	Tuftsin0	TRUE	110	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 0, NZB/W strain recived Tuftsin treatment, day 7	Israel:Safed	mouse	Mus musculus	T.0.d7	10090	32.047796	adult	34.843863	0	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	7	Tuftsin	not provided	g
11625.T.1.d0	26	weeks	T.1.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_T1	mouse gut	Tuftsin1	TRUE	111	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived Tuftsin treatment, day 0	Israel:Safed	mouse	Mus musculus	T.1.d0	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	0	Tuftsin	not provided	g
11625.T.1.d14	28	weeks	T.1.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_T1	mouse gut	Tuftsin1	TRUE	112	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived Tuftsin treatment, day 14	Israel:Safed	mouse	Mus musculus	T.1.d14	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	14	Tuftsin	not provided	g
11625.T.1.d21	29	weeks	T.1.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_T1	mouse gut	Tuftsin1	TRUE	113	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived Tuftsin treatment, day 21	Israel:Safed	mouse	Mus musculus	T.1.d21	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	21	Tuftsin	not provided	g
11625.T.1.d28	30	weeks	T.1.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_T1	mouse gut	Tuftsin1	TRUE	114	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived Tuftsin treatment, day 28	Israel:Safed	mouse	Mus musculus	T.1.d28	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	28	Tuftsin	not provided	g
11625.T.1.d35	31	weeks	T.1.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_T1	mouse gut	Tuftsin1	TRUE	115	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived Tuftsin treatment, day 35	Israel:Safed	mouse	Mus musculus	T.1.d35	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	35	Tuftsin	not provided	g
11625.T.1.d7	27	weeks	T.1.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_T1	mouse gut	Tuftsin1	TRUE	116	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived Tuftsin treatment, day 7	Israel:Safed	mouse	Mus musculus	T.1.d7	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	7	Tuftsin	not provided	g
11625.T.2.d0	26	weeks	T.2.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_T2	mouse gut	Tuftsin2	TRUE	117	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived Tuftsin treatment, day 0	Israel:Safed	mouse	Mus musculus	T.2.d0	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	0	Tuftsin	not provided	g
11625.T.2.d14	28	weeks	T.2.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_T2	mouse gut	Tuftsin2	TRUE	118	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived Tuftsin treatment, day 14	Israel:Safed	mouse	Mus musculus	T.2.d14	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	14	Tuftsin	not provided	g
11625.T.2.d21	29	weeks	T.2.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_T2	mouse gut	Tuftsin2	TRUE	119	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived Tuftsin treatment, day 21	Israel:Safed	mouse	Mus musculus	T.2.d21	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	21	Tuftsin	not provided	g
11625.T.2.d28	30	weeks	T.2.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_T2	mouse gut	Tuftsin2	TRUE	120	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived Tuftsin treatment, day 28	Israel:Safed	mouse	Mus musculus	T.2.d28	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	28	Tuftsin	not provided	g
11625.T.2.d35	31	weeks	T.2.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_T2	mouse gut	Tuftsin2	TRUE	121	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived Tuftsin treatment, day 35	Israel:Safed	mouse	Mus musculus	T.2.d35	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	35	Tuftsin	not provided	g
11625.T.2.d7	27	weeks	T.2.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_T2	mouse gut	Tuftsin2	TRUE	122	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived Tuftsin treatment, day 7	Israel:Safed	mouse	Mus musculus	T.2.d7	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	7	Tuftsin	not provided	g
11625.T.3.d0	26	weeks	T.3.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_T3	mouse gut	Tuftsin3	TRUE	123	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 3, NZB/W strain recived Tuftsin treatment, day 0	Israel:Safed	mouse	Mus musculus	T.3.d0	10090	32.047796	adult	34.843863	3	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	0	Tuftsin	not provided	g
11625.T.3.d14	28	weeks	T.3.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_T3	mouse gut	Tuftsin3	TRUE	124	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 3, NZB/W strain recived Tuftsin treatment, day 14	Israel:Safed	mouse	Mus musculus	T.3.d14	10090	32.047796	adult	34.843863	3	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	14	Tuftsin	not provided	g
11625.T.3.d21	29	weeks	T.3.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_T3	mouse gut	Tuftsin3	TRUE	125	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 3, NZB/W strain recived Tuftsin treatment, day 21	Israel:Safed	mouse	Mus musculus	T.3.d21	10090	32.047796	adult	34.843863	3	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	21	Tuftsin	not provided	g
11625.T.3.d28	30	weeks	T.3.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_T3	mouse gut	Tuftsin3	TRUE	126	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 3, NZB/W strain recived Tuftsin treatment, day 28	Israel:Safed	mouse	Mus musculus	T.3.d28	10090	32.047796	adult	34.843863	3	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	28	Tuftsin	not provided	g
11625.T.3.d35	31	weeks	T.3.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_T3	mouse gut	Tuftsin3	TRUE	127	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 3, NZB/W strain recived Tuftsin treatment, day 35	Israel:Safed	mouse	Mus musculus	T.3.d35	10090	32.047796	adult	34.843863	3	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	35	Tuftsin	not provided	g
11625.T.3.d7	27	weeks	T.3.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_T3	mouse gut	Tuftsin3	TRUE	128	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 3, NZB/W strain recived Tuftsin treatment, day 7	Israel:Safed	mouse	Mus musculus	T.3.d7	10090	32.047796	adult	34.843863	3	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	7	Tuftsin	not provided	g
11625.T.4.d0	26	weeks	T.4.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_T4	mouse gut	Tuftsin4	TRUE	129	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived Tuftsin treatment, day 0	Israel:Safed	mouse	Mus musculus	T.4.d0	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	0	Tuftsin	not provided	g
11625.T.4.d14	28	weeks	T.4.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_T4	mouse gut	Tuftsin4	TRUE	130	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived Tuftsin treatment, day 14	Israel:Safed	mouse	Mus musculus	T.4.d14	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	14	Tuftsin	not provided	g
11625.T.4.d21	29	weeks	T.4.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_T4	mouse gut	Tuftsin4	TRUE	131	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived Tuftsin treatment, day 21	Israel:Safed	mouse	Mus musculus	T.4.d21	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	21	Tuftsin	not provided	g
11625.T.4.d28	30	weeks	T.4.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_T4	mouse gut	Tuftsin4	TRUE	132	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived Tuftsin treatment, day 28	Israel:Safed	mouse	Mus musculus	T.4.d28	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	28	Tuftsin	not provided	g
11625.T.4.d35	31	weeks	T.4.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_T4	mouse gut	Tuftsin4	TRUE	133	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived Tuftsin treatment, day 35	Israel:Safed	mouse	Mus musculus	T.4.d35	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	35	Tuftsin	not provided	g
11625.T.4.d7	27	weeks	T.4.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_T4	mouse gut	Tuftsin4	TRUE	134	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived Tuftsin treatment, day 7	Israel:Safed	mouse	Mus musculus	T.4.d7	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	7	Tuftsin	not provided	g
11625.T.5.d0	26	weeks	T.5.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_T5	mouse gut	Tuftsin5	TRUE	135	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived Tuftsin treatment, day 0	Israel:Safed	mouse	Mus musculus	T.5.d0	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	0	Tuftsin	not provided	g
11625.T.5.d14	28	weeks	T.5.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_T5	mouse gut	Tuftsin5	TRUE	136	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived Tuftsin treatment, day 14	Israel:Safed	mouse	Mus musculus	T.5.d14	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	14	Tuftsin	not provided	g
11625.T.5.d21	29	weeks	T.5.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_T5	mouse gut	Tuftsin5	TRUE	137	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived Tuftsin treatment, day 21	Israel:Safed	mouse	Mus musculus	T.5.d21	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	21	Tuftsin	not provided	g
